CTRY,SC_KNOWL,UND_SCSCI,SC_DZ,SC_POET,SC_PS,SC_SS,SC_UNI,SCINFO_30D,MDHINFO_30D,SC_INT,MDH_INT,CONF_NGO,CONF_HOSP,TRU_NEIGHB,TRU_SCI,TRU_JO,TRU_HCW,TRU_NGOPPL,TRU_TH,TRU_SC,TRUSCI_ACCINFO,TRUSCIUNI_BEN,TRUSCIUNI_HON,TRUSCICOM_BEN,TRUSCICOM_HON,SCI_BENPPL,SCI_BENRESP,SCTECH_IMPRLIFE,SCTECH_JOBS,TRU_PPLADV,TRU_HCWADV,HRD_VAC,VAC_IMPTCH,VAC_SF,VAC_EFF,VAC_IDX,VAC_LVL,TRUSCI_IDX,TRUSCI_LVL,VW_SC,AGE,AGE_CAT,GEN,EDU,LIV_AR,RGN,SUBJ_HHI,CTRY_INC,EMP_STAT
29,3,2,1,2,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,2,1,1,2,1,2,1,1,2,1,1,1,4,4,4,4.0,High,3.4,2,2,26,1,2,3,2,10,1,4,1
198,3,2,1,2,1,1,2,2,1,1,1,1,2,4,2,1,2,2,2,2,2,2,1,2,1,3,1,1,1,4,2,1,5,4,4,4.333333333333333,High,3.2,2,2,16,1,1,1,1,0,2,2,6
32,2,2,98,98,1,1,1,2,2,1,1,2,1,3,3,3,3,3,3,2,2,2,2,2,1,1,98,98,2,3,2,1,5,5,5,5.0,High,2.8,2,99,45,2,2,2,1,8,3,3,2
116,1,1,1,1,1,1,2,2,2,2,1,1,1,2,3,4,2,2,4,3,3,3,3,3,3,3,2,2,1,3,2,1,5,4,4,4.333333333333333,High,2.0,1,4,40,2,1,2,2,6,1,2,6
191,2,1,1,1,1,1,2,2,2,1,1,98,1,2,2,2,2,98,98,2,2,2,2,2,2,1,1,1,1,1,2,1,5,5,5,5.0,High,3.0,2,1,17,1,1,2,1,9,2,3,6
175,3,3,1,2,1,1,97,2,2,2,2,2,1,2,2,3,1,2,4,2,2,2,3,2,2,2,1,1,1,3,2,1,5,5,5,5.0,High,2.8,2,2,53,3,1,2,1,14,2,4,1
52,2,3,1,2,1,1,97,2,2,2,1,1,1,2,98,2,2,98,2,2,2,3,2,98,98,3,2,1,1,3,1,1,5,5,5,5.0,High,2.6666666666666696,2,4,35,2,2,2,1,11,3,2,2
184,2,2,1,1,1,1,97,2,2,2,2,98,1,2,2,3,1,3,4,2,1,2,1,2,2,2,2,2,3,3,2,1,5,5,5,5.0,High,3.4,2,3,48,2,2,3,1,17,2,4,1
72,2,2,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,1,4,2,4,3.3333333333333335,Medium,3.0,2,2,20,1,1,2,2,9,2,2,6
78,3,3,1,2,1,1,1,1,1,1,1,2,2,2,3,3,3,2,3,3,1,2,3,2,2,3,1,1,1,3,2,1,5,3,3,3.6666666666666665,High,2.8,2,2,25,1,1,2,1,5,3,1,4
18,3,1,1,2,2,1,2,2,2,2,2,98,98,2,98,2,2,98,4,1,1,1,2,2,2,1,1,1,1,3,2,1,5,5,5,5.0,High,3.5,2,1,62,3,2,3,2,16,1,4,6
40,2,2,1,2,1,1,97,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,3,2,1,5,5,5,5.0,High,3.0,2,2,24,1,1,2,2,5,2,2,1
30,3,3,1,2,1,1,1,2,2,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,3,1,1,5,4,3,4.0,High,3.0,2,1,26,1,2,2,2,10,2,3,1
23,2,2,1,2,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,3,3,3,3,2,1,1,1,3,2,1,5,4,4,4.333333333333333,High,2.4,1,2,69,3,1,3,2,15,1,4,6
90,1,2,1,1,1,1,97,2,2,1,2,2,2,4,3,1,3,2,2,1,4,2,4,3,3,3,1,1,2,98,98,1,4,4,4,4.0,High,1.8,1,2,26,1,1,2,1,9,3,3,2
3,2,1,1,1,1,1,2,2,2,2,1,2,2,2,4,4,3,4,4,2,2,4,4,2,98,3,2,2,2,3,2,1,5,4,5,4.666666666666667,High,1.8,1,4,31,2,1,2,2,3,2,2,5
183,3,2,2,2,1,1,2,1,1,1,1,2,98,2,2,2,1,3,3,2,3,3,2,3,2,3,1,1,1,3,1,1,5,4,5,4.666666666666667,High,2.4,1,2,16,1,2,2,2,4,3,2,6
26,3,2,1,2,1,1,1,1,2,1,2,2,1,3,3,2,3,4,2,3,3,2,3,2,2,2,2,2,2,5,3,1,4,4,4,4.0,High,2.4,1,3,54,3,1,3,1,13,3,3,2
115,3,4,1,2,1,1,97,2,2,1,1,98,2,4,4,4,2,3,4,3,3,3,3,3,3,2,2,1,2,1,2,1,4,5,4,4.333333333333333,High,1.8,1,3,25,1,2,2,1,8,2,3,2
42,2,3,1,1,1,1,97,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,2,4,2,3,2,1,98,2,1,1,4,4,4,4.0,High,2.2,1,4,24,1,1,2,1,5,3,1,2
198,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,2,2,1,2,1,1,1,98,3,2,1,5,5,5,5.0,High,3.6,3,1,18,1,2,2,2,0,1,2,6
63,3,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,3,1,1,5,5,5,5.0,High,4.0,3,3,20,1,1,2,1,1,3,1,6
65,3,2,2,2,1,2,2,2,1,2,1,1,1,1,3,1,1,1,4,2,2,2,2,2,3,98,1,1,2,3,1,1,5,5,5,5.0,High,2.8,2,99,20,1,1,1,2,1,2,1,6
108,98,4,1,2,1,1,2,2,2,1,1,98,2,3,2,1,2,3,1,2,3,3,3,2,2,2,2,1,2,3,3,1,4,2,4,3.3333333333333335,Medium,2.4,1,3,30,2,2,2,2,2,1,2,6
187,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,4,2,2,3,2,2,3,3,3,2,1,1,1,1,3,2,1,4,2,2,2.6666666666666665,Medium,2.4,1,1,27,1,1,2,2,5,3,1,2
68,3,3,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,3,3,3,3,3,2,1,1,3,3,2,1,4,4,4,4.0,High,2.2,1,2,20,1,2,2,2,10,2,4,5
28,1,1,1,2,1,1,1,2,2,1,2,98,1,3,2,2,1,3,4,1,1,1,2,1,2,1,1,1,2,3,1,1,5,5,5,5.0,High,3.6,3,1,21,1,2,2,2,11,2,4,6
155,1,3,1,2,1,1,2,2,2,1,1,2,1,2,3,3,4,2,1,2,2,1,3,2,2,2,2,2,1,3,2,1,4,4,4,4.0,High,2.8,2,3,20,1,2,1,1,4,3,3,6
62,1,1,1,2,1,1,1,1,1,1,1,1,2,2,3,3,3,2,2,1,1,2,2,2,2,1,1,1,1,3,2,1,5,5,5,5.0,High,3.0,2,1,33,2,1,2,1,5,2,2,1
35,2,3,1,2,1,1,97,1,2,2,2,2,1,4,2,2,1,2,3,2,3,3,2,1,3,1,1,1,1,1,3,1,2,5,1,2.6666666666666665,Medium,2.8,2,1,15,1,2,2,1,5,3,2,6
198,2,2,1,2,1,2,2,2,1,1,1,2,1,2,2,4,2,2,4,2,2,4,4,3,3,3,1,1,1,3,1,1,5,5,5,5.0,High,2.0,1,2,23,1,1,2,2,0,2,2,1
97,3,2,1,2,1,1,97,2,2,2,2,2,2,2,4,4,2,4,4,3,3,2,98,3,98,1,2,1,2,3,2,1,5,2,5,4.0,High,2.0,1,3,35,2,1,2,2,16,2,3,2
69,3,3,1,2,1,1,1,2,1,1,1,1,98,2,2,4,2,3,3,3,2,3,3,2,3,1,1,1,1,3,2,1,5,5,4,4.666666666666667,High,2.6,2,1,18,1,1,2,1,10,2,4,6
60,2,2,1,2,1,1,2,2,1,1,1,1,1,2,3,2,2,3,2,2,2,2,2,2,2,2,1,1,2,3,2,1,5,4,5,4.666666666666667,High,2.8,2,2,30,2,1,2,1,1,2,1,2
67,3,3,1,2,1,97,97,1,2,1,1,1,1,2,2,2,2,2,4,2,2,2,2,2,2,2,1,1,1,3,2,1,4,4,4,4.0,High,3.0,2,2,15,1,1,1,1,1,1,2,6
11,3,2,1,2,1,1,2,2,1,1,1,2,2,2,2,2,3,2,4,2,2,3,2,2,2,2,2,1,3,1,3,1,4,3,5,4.0,High,2.8,2,3,28,1,1,2,2,12,2,2,2
39,3,3,1,1,2,97,97,2,2,1,1,1,2,1,1,1,1,1,1,2,1,98,98,98,98,1,1,1,1,3,1,1,5,5,5,5.0,High,0.0,99,1,65,3,2,1,2,13,3,2,6
79,2,3,2,2,1,1,2,2,2,2,1,1,1,4,2,4,2,2,2,1,1,2,2,4,4,2,1,1,1,3,2,1,5,1,5,3.6666666666666665,High,2.8,2,2,31,2,1,2,2,2,2,2,6
176,3,2,1,2,1,1,2,2,2,2,1,1,2,1,2,3,2,2,3,2,2,2,2,2,2,2,1,1,2,3,2,1,5,3,4,4.0,High,3.0,2,2,33,2,2,2,1,16,2,4,4
37,2,2,1,2,1,1,97,1,1,1,1,98,98,2,1,1,1,1,4,98,98,98,98,98,98,1,1,1,1,3,1,1,5,5,5,5.0,High,0.0,99,1,19,1,2,1,1,1,1,1,2
185,2,2,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,2,4,1,1,2,2,2,2,1,98,1,1,3,2,1,5,5,5,5.0,High,3.2,2,99,18,1,2,2,1,9,2,1,5
124,3,3,1,2,1,1,97,1,2,1,1,2,2,2,4,4,3,4,3,3,3,2,3,2,3,3,1,1,1,1,3,1,5,5,5,5.0,High,2.2,1,2,26,1,1,2,2,6,1,3,3
153,2,2,1,2,1,1,97,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,3,2,2,98,1,1,1,3,1,1,5,5,5,5.0,High,2.8,2,99,16,1,2,1,1,10,2,2,6
150,3,1,1,1,1,1,97,2,2,1,1,2,2,2,2,2,2,2,98,2,2,2,3,3,3,3,1,1,2,1,3,1,4,2,4,3.3333333333333335,Medium,2.6,2,2,26,1,1,2,1,1,3,3,1
52,4,4,1,2,1,97,97,2,2,1,1,1,1,2,3,2,2,2,2,3,2,3,2,3,3,1,2,1,2,3,2,1,5,5,5,5.0,High,2.4,1,3,37,2,2,1,2,11,2,2,2
121,2,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,2,3,1,1,1,2,1,2,1,1,1,1,1,1,1,5,5,4,4.666666666666667,High,3.8,3,1,28,1,1,2,2,15,1,4,2
69,2,3,1,2,1,2,1,1,2,2,1,1,1,2,2,4,1,2,3,2,2,2,3,3,3,2,2,1,2,3,1,1,5,2,5,4.0,High,2.6,2,3,30,2,1,3,1,10,2,4,1
119,2,1,1,1,1,1,1,1,1,1,1,98,2,1,1,2,2,3,3,2,2,1,98,3,3,2,1,98,2,3,1,1,3,2,3,2.6666666666666665,Medium,3.25,2,2,43,2,2,3,2,15,3,4,1
122,3,3,1,2,1,1,2,2,2,2,2,2,2,2,4,3,4,3,3,3,2,2,3,98,98,2,2,1,1,3,2,1,5,5,5,5.0,High,2.25,1,3,31,2,1,2,1,2,2,3,1
176,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1,3,1,3,2,1,3,2,2,2,3,2,2,1,2,3,2,1,5,3,3,3.6666666666666665,High,3.0,2,3,33,2,1,3,2,16,1,4,1
138,4,2,1,2,2,97,97,2,2,2,2,98,1,2,1,3,1,3,3,1,1,1,1,1,1,1,1,1,98,3,1,1,4,3,3,3.3333333333333335,Medium,4.0,3,1,46,2,1,1,1,15,2,4,1
37,3,3,1,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,4,2,2,2,2,1,2,2,1,1,1,3,2,1,4,5,5,4.666666666666667,High,3.2,2,2,15,1,2,2,1,1,2,1,3
122,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,3,3,2,2,1,1,3,4,1,5,4,4,4.333333333333333,High,2.6,2,3,45,2,1,2,1,2,2,3,1
17,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,3,1,3,4,1,1,1,2,2,3,1,1,1,2,3,1,1,5,5,5,5.0,High,3.6,3,1,29,1,1,2,2,16,2,4,4
61,2,3,1,1,1,1,97,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,3,3,2,1,1,1,3,1,1,5,2,5,4.0,High,3.4,2,2,17,1,1,2,2,5,3,1,1
195,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,4,1,2,2,2,2,2,2,1,1,1,3,2,1,5,5,5,5.0,High,3.0,2,2,22,1,1,2,2,9,3,2,5
36,1,3,2,2,1,1,2,1,1,1,1,1,1,3,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,3,1,1,5,5,5,5.0,High,4.0,3,1,25,1,1,2,1,1,3,2,1
163,2,2,1,1,1,1,1,2,2,1,1,1,1,2,98,2,2,2,4,1,1,1,2,1,2,1,1,1,3,3,1,1,5,5,5,5.0,High,3.75,3,1,27,1,1,3,1,6,2,4,5
23,4,2,1,2,1,1,2,2,1,2,1,98,98,98,98,98,2,2,98,2,4,2,1,98,4,98,98,1,1,3,4,1,3,2,3,2.6666666666666665,Medium,2.6666666666666696,2,99,17,1,1,2,1,15,1,4,6
9,3,3,1,2,2,1,2,2,2,1,1,1,1,3,3,3,3,3,3,3,3,3,2,3,2,2,1,1,1,1,2,1,5,5,4,4.666666666666667,High,2.2,1,2,25,1,1,2,1,12,1,2,1
195,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,2,2,1,1,1,1,1,1,1,2,1,5,5,5,5.0,High,3.6,3,1,18,1,1,2,2,9,1,2,2
62,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,2,99,1,1,4,1,1,1,1,1,3,3,1,5,5,5,5.0,High,2.75,2,1,30,2,2,2,1,5,3,2,6
122,4,4,1,2,2,2,1,2,2,2,2,2,2,4,4,4,3,4,4,4,4,4,4,3,3,3,2,1,2,2,3,1,4,5,4,4.333333333333333,High,1.2,1,4,24,1,2,2,2,2,3,3,6
158,2,3,1,2,1,1,97,2,2,2,2,1,1,1,2,2,2,2,3,2,2,2,2,3,2,2,2,1,1,3,2,1,5,5,5,5.0,High,2.8,2,3,17,1,1,2,1,6,2,2,4
46,2,1,1,2,1,1,1,1,1,1,2,98,98,1,1,1,1,2,4,1,1,1,98,1,2,1,1,1,3,3,1,1,5,5,5,5.0,High,4.0,3,1,40,2,1,2,1,7,1,4,4
154,4,3,1,1,1,2,2,2,2,1,1,1,1,2,3,3,2,2,2,3,3,3,3,2,2,2,2,1,2,3,2,1,5,5,5,5.0,High,2.2,1,3,39,2,1,1,1,16,3,3,4
13,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,3,2,2,1,2,2,3,1,1,1,2,3,1,1,5,5,4,4.666666666666667,High,3.2,2,1,29,1,1,2,1,17,2,4,1
74,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,5,5,5,5.0,High,4.0,3,2,19,1,2,2,2,9,1,2,1
150,1,1,1,2,1,1,2,1,2,1,1,2,1,3,2,3,2,2,4,2,2,3,2,3,2,3,2,1,2,3,2,1,5,4,4,4.333333333333333,High,2.6,2,4,38,2,1,3,2,1,1,3,1
75,2,2,1,2,1,97,97,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,2,1,4,4,4,4.0,High,3.0,2,2,16,1,1,2,1,14,3,2,6
96,4,4,1,1,1,1,97,1,1,1,1,1,2,2,2,1,2,2,4,2,3,2,1,2,2,1,1,1,1,1,2,1,5,5,4,4.666666666666667,High,3.0,2,1,16,1,2,2,1,8,3,2,6
115,4,4,1,1,1,1,97,2,2,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,97,4,1,4,1,1,2.0,Medium,1.0,1,4,60,3,2,2,1,8,2,3,6
18,2,2,1,2,1,1,2,1,2,1,1,1,1,3,1,2,2,2,4,2,2,2,3,3,2,2,2,2,2,3,2,1,2,2,2,2.0,Medium,2.8,2,3,34,2,1,3,2,16,2,4,3
122,3,2,1,1,1,1,2,2,1,1,1,2,1,2,3,3,2,3,3,2,2,3,2,3,2,2,1,1,2,3,2,1,5,2,2,3.0,Medium,2.4,1,2,21,1,1,2,1,2,2,3,5
158,4,2,2,98,2,2,2,2,2,2,2,2,1,3,3,2,3,2,2,2,2,3,98,3,2,3,2,2,2,3,3,1,5,5,5,5.0,High,2.25,1,4,18,1,1,2,1,6,1,2,6
144,2,1,1,2,1,1,97,2,2,2,2,98,98,4,2,2,98,98,98,2,2,2,2,2,2,3,2,99,2,1,98,1,5,5,5,5.0,High,3.0,2,4,38,2,1,2,1,17,2,4,1
132,3,1,1,2,1,2,97,2,2,1,1,1,2,2,1,3,2,2,3,1,1,2,1,2,3,1,2,1,1,3,1,1,5,5,4,4.666666666666667,High,3.6,3,3,41,2,2,2,2,15,2,4,6
15,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,2,1,3,2,1,2,3,3,4,98,1,98,2,3,1,1,5,5,4,4.666666666666667,High,2.8,2,99,62,3,2,2,1,17,2,4,6
100,2,2,1,1,1,2,2,1,2,1,1,1,1,3,1,1,1,1,3,1,1,98,3,3,98,2,1,1,1,2,1,1,5,5,5,5.0,High,3.0,2,2,15,1,2,1,1,1,2,1,3
108,2,2,1,1,1,1,2,1,2,1,1,2,1,1,4,1,1,1,1,1,4,1,4,4,1,1,1,1,1,1,1,1,5,5,5,5.0,High,1.6,1,1,18,1,1,1,1,2,3,2,3
97,2,2,1,2,1,1,97,2,2,1,2,1,1,2,2,2,2,2,3,1,1,3,1,2,98,2,1,98,2,3,2,1,5,4,5,4.666666666666667,High,3.2,2,2,17,1,2,1,2,16,2,3,6
165,3,2,1,2,1,1,2,2,2,2,2,2,2,2,4,4,4,3,4,4,4,4,4,4,4,3,2,2,2,2,4,1,3,3,3,3.0,Medium,1.0,1,4,25,1,2,2,2,8,2,3,2
138,4,3,1,2,2,97,97,2,1,2,2,1,1,2,98,2,2,1,3,98,98,2,98,98,98,2,1,98,98,2,3,1,4,3,3,3.3333333333333335,Medium,0.0,99,2,69,3,2,1,2,15,3,4,6
71,2,1,1,2,1,1,97,2,2,2,2,2,98,2,2,3,2,3,4,2,2,2,2,2,2,1,1,1,1,3,2,1,5,3,3,3.6666666666666665,High,3.0,2,1,31,2,1,2,2,14,1,3,1
31,2,2,1,2,1,1,1,1,2,2,2,1,1,3,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,5,5.0,High,3.8,3,1,22,1,1,2,1,12,3,2,1
23,3,2,1,1,1,1,2,1,1,1,1,98,98,2,1,2,2,2,3,1,1,2,2,2,2,2,1,1,1,1,2,1,5,4,4,4.333333333333333,High,3.4,2,2,20,1,2,2,2,15,2,4,1
173,3,2,2,2,1,1,97,2,1,1,1,2,2,3,3,4,4,4,4,2,2,3,4,98,4,98,1,1,2,98,3,1,4,2,4,3.3333333333333335,Medium,2.0,1,99,29,1,1,2,2,16,3,3,5
134,2,3,1,2,1,1,2,2,2,1,1,2,1,2,2,1,2,4,4,3,3,98,98,98,3,1,1,1,98,3,98,1,5,5,5,5.0,High,0.0,99,1,19,1,1,2,2,5,2,2,1
17,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,1,2,3,1,1,2,2,2,3,2,1,1,2,3,1,1,5,4,5,4.666666666666667,High,3.4,2,2,22,1,1,2,1,16,2,4,5
166,2,2,1,2,1,1,97,2,2,1,1,98,98,1,98,98,2,3,3,1,1,1,98,3,98,1,1,1,1,3,1,1,5,5,5,5.0,High,3.3333333333333304,2,1,15,1,1,1,1,16,3,4,6
191,2,1,1,2,2,1,1,2,2,98,2,1,1,2,1,1,1,1,2,1,2,2,98,2,98,2,1,1,1,3,1,1,5,5,5,5.0,High,3.25,2,2,49,2,2,3,2,9,1,3,1
64,98,2,98,98,2,2,2,98,98,98,2,1,1,1,1,1,1,1,1,98,4,3,4,1,1,2,98,98,98,99,2,1,5,5,5,5.0,High,2.4,1,99,100,3,1,1,1,5,3,1,5
72,2,1,1,2,1,1,1,1,1,1,1,1,1,4,2,1,3,1,2,2,2,2,2,3,3,2,1,1,2,3,3,1,5,3,5,4.333333333333333,High,2.8,2,2,24,1,2,3,2,9,2,2,1
51,4,4,1,2,1,1,97,2,2,2,2,98,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,2,1,5,5,5,5.0,High,3.0,2,2,22,1,2,1,2,11,3,3,1
103,2,2,1,2,1,1,2,2,2,1,1,2,1,3,3,3,2,3,3,3,3,3,3,3,3,2,2,1,1,1,3,1,4,4,5,4.333333333333333,High,2.0,1,3,21,1,1,2,1,2,3,1,5
46,3,1,1,2,2,2,2,2,2,1,1,1,1,1,98,3,1,2,3,1,1,98,98,4,4,2,1,1,98,3,1,1,5,3,5,4.333333333333333,High,0.0,99,2,76,3,2,2,2,7,1,4,6
116,2,1,1,1,1,1,2,1,2,1,1,98,1,3,2,2,2,2,4,1,2,3,2,2,2,2,1,1,1,3,2,1,5,5,4,4.666666666666667,High,2.8,2,2,22,1,1,2,2,6,3,2,4
54,3,2,1,2,1,1,97,2,2,2,2,1,1,4,2,4,2,2,3,2,2,2,2,3,2,1,1,1,1,3,2,1,5,5,5,5.0,High,2.8,2,1,21,1,1,2,1,11,2,2,1
187,2,2,1,98,1,1,1,2,2,1,1,2,2,4,3,3,98,4,3,3,3,3,3,98,3,2,2,1,1,3,3,1,4,4,4,4.0,High,2.0,1,3,26,1,1,2,2,5,3,1,4
90,2,1,1,1,1,1,97,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,5,5,5,5.0,High,4.0,3,1,15,1,2,1,2,9,2,3,6
51,4,3,1,2,1,97,97,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,1,5,5,5,5.0,High,3.0,2,2,60,3,1,1,1,11,3,3,1
14,2,2,98,98,1,1,97,2,2,2,2,2,1,2,1,2,1,3,2,2,2,2,2,2,98,2,1,1,1,3,2,1,5,5,4,4.666666666666667,High,3.2,2,2,51,3,1,2,1,17,1,4,6
63,2,1,1,2,1,1,1,1,1,1,1,1,1,3,3,1,3,3,3,2,1,1,98,3,3,1,1,1,1,3,3,1,5,5,1,3.6666666666666665,High,3.0,2,1,23,1,1,2,1,1,3,1,3
191,2,1,1,1,1,1,2,2,98,1,1,1,1,1,2,98,1,2,1,2,2,2,98,2,2,1,1,1,1,3,2,1,5,5,5,5.0,High,3.0,2,1,26,1,1,2,1,9,2,3,4
114,3,2,1,1,1,1,2,2,2,1,1,98,2,4,2,4,2,98,4,4,2,4,4,2,2,1,2,2,2,3,1,1,5,5,4,4.666666666666667,High,2.2,1,3,50,3,1,1,1,6,3,3,2
10,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5.0,High,4.0,3,1,18,1,2,2,1,11,3,2,6
119,3,1,1,98,1,1,97,1,1,1,1,1,1,2,2,2,2,2,3,2,1,1,1,2,2,1,1,1,1,98,1,1,5,5,5,5.0,High,3.6,3,1,41,2,1,2,1,15,2,4,1
21,2,2,1,2,98,1,97,2,2,1,1,98,2,2,1,3,2,2,3,1,1,1,2,1,2,1,1,1,2,3,1,1,3,5,4,4.0,High,3.8,3,1,41,2,1,2,2,14,3,4,1
122,1,2,1,2,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,1,2,3,2,1,5,5,5,5.0,High,3.0,2,4,15,1,1,2,2,2,2,3,4
140,3,2,1,1,1,1,2,1,1,1,1,1,1,1,4,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5.0,High,3.0,2,1,17,1,2,1,1,5,3,1,3
30,2,3,1,2,1,1,97,2,2,2,2,98,98,4,3,3,1,98,2,2,2,2,2,3,3,2,1,1,1,3,1,1,5,3,3,3.6666666666666665,High,2.6,2,2,44,2,2,1,1,10,2,3,6
73,2,1,1,2,1,1,97,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,5,5,5,5.0,High,4.0,3,1,15,1,2,1,1,9,1,3,6
160,2,2,1,2,2,2,97,1,1,1,1,1,1,1,1,2,1,2,3,1,2,2,2,3,3,2,1,1,2,3,1,1,5,4,5,4.666666666666667,High,3.0,2,2,72,3,2,2,1,15,1,4,6
32,2,1,1,1,1,1,2,2,2,1,1,2,2,3,1,4,3,4,4,1,2,3,3,3,3,3,2,1,1,3,2,1,5,5,5,5.0,High,2.6,2,4,18,1,2,2,2,8,2,3,6
32,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,4,1,1,2,3,3,3,1,1,1,1,3,1,1,5,5,5,5.0,High,2.8,2,1,20,1,1,2,2,8,3,3,1
21,3,2,1,2,1,1,2,2,2,2,2,1,1,3,3,3,1,3,3,2,3,3,3,3,3,2,1,1,3,3,1,1,4,4,4,4.0,High,2.0,1,2,29,1,2,3,1,14,2,4,6
24,3,3,1,98,1,1,97,2,2,1,1,2,1,2,2,4,2,4,3,2,2,3,3,3,3,2,1,1,1,3,2,1,5,5,5,5.0,High,2.4,1,2,40,2,2,2,2,16,2,4,1
16,1,2,1,1,1,1,1,1,2,98,1,98,1,2,2,2,2,2,3,2,2,2,2,2,2,1,1,1,1,2,2,1,3,3,3,3.0,Medium,3.0,2,1,45,2,1,3,1,17,1,4,6
114,2,1,1,2,1,1,2,1,1,2,2,1,1,3,98,2,2,1,98,1,1,98,98,1,1,1,1,1,1,3,2,1,5,5,5,5.0,High,0.0,99,1,46,2,2,3,2,6,2,3,1
21,4,4,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,4,3,3,3,2,1,1,3,2,1,5,4,5,4.666666666666667,High,2.2,1,4,20,1,1,2,1,14,3,4,6
87,2,1,2,2,1,1,97,1,1,2,2,1,1,2,1,3,1,2,2,1,2,1,2,2,2,2,1,1,1,3,1,1,5,5,2,4.0,High,3.4,2,2,21,1,2,2,2,8,2,4,1
75,3,1,1,2,2,1,1,2,2,1,1,1,1,2,1,2,1,1,3,1,2,98,2,98,2,2,2,1,1,3,1,1,5,5,5,5.0,High,3.3333333333333304,2,3,27,1,1,2,2,14,3,2,1
78,4,4,98,98,97,97,97,98,98,98,98,98,1,2,98,98,2,98,2,98,98,98,98,98,98,98,98,98,98,3,2,1,5,4,4,4.333333333333333,High,0.0,99,99,45,2,2,1,1,5,3,1,2
157,2,4,1,1,1,1,2,2,2,1,1,98,1,98,2,98,2,2,4,2,4,2,98,98,98,2,1,1,1,3,1,1,5,5,5,5.0,High,2.3333333333333304,1,2,22,1,2,1,1,12,3,1,2
195,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,4,1,1,2,2,1,1,98,1,1,2,1,1,1,5,5,5,5.0,High,3.6,3,99,16,1,2,1,2,9,1,2,6
166,2,1,1,2,1,1,2,2,2,1,1,98,1,98,1,4,1,98,1,1,98,98,98,98,4,2,98,1,2,3,98,1,5,4,4,4.333333333333333,High,0.0,99,99,31,2,1,2,1,16,1,4,1
14,1,1,1,2,1,1,97,2,2,2,2,1,1,1,2,4,2,2,3,2,2,2,2,2,3,1,1,1,3,3,2,1,5,4,5,4.666666666666667,High,3.0,2,1,47,2,2,2,1,17,2,4,2
